site_id,sae_count,missing_pages,subject_count,reviewed_count,review_rate,missing_per_subject,target
Site 1013,0.0,0.0,52.0,0.0,0.0,0.0,0
Site 1014,0.0,0.0,2.0,0.0,0.0,0.0,0
Site 1015,0.0,0.0,2.0,0.0,0.0,0.0,0
Site 1016,18.0,0.0,6.0,0.0,0.0,0.0,0
Site 1017,27.0,0.0,10.0,0.0,0.0,0.0,0
Site 1018,0.0,40.0,58.0,0.0,0.0,0.6896551724137931,0
Site 1019,36.0,0.0,8.0,0.0,0.0,0.0,0
Site 102,45.0,0.0,74.0,0.0,0.0,0.0,0
Site 1020,1008.0,2.0,119.0,0.0,0.0,0.01680672268907563,0
Site 1021,54.0,0.0,26.0,0.0,0.0,0.0,0
Site 1022,325.0,2.0,111.0,0.0,0.0,0.018018018018018018,0
Site 1023,108.0,0.0,22.0,0.0,0.0,0.0,0
Site 1024,175.0,1.0,91.0,0.0,0.0,0.01098901098901099,0
Site 1025,183.0,22.0,129.0,0.0,0.0,0.17054263565891473,0
Site 1026,0.0,30.0,7.0,0.0,0.0,4.285714285714286,0
Site 1027,0.0,4.0,7.0,0.0,0.0,0.5714285714285714,0
Site 1028,63.0,0.0,34.0,0.0,0.0,0.0,0
Site 1029,0.0,0.0,16.0,0.0,0.0,0.0,0
Site 1030,153.0,2.0,48.0,0.0,0.0,0.041666666666666664,0
Site 1031,135.0,20.0,58.0,0.0,0.0,0.3448275862068966,0
Site 1032,0.0,0.0,10.0,0.0,0.0,0.0,0
Site 1033,63.0,0.0,26.0,0.0,0.0,0.0,0
Site 1034,0.0,60.0,120.0,0.0,0.0,0.5,0
Site 1035,162.0,1.0,71.0,0.0,0.0,0.014084507042253521,0
Site 1036,144.0,0.0,28.0,0.0,0.0,0.0,0
Site 1037,162.0,42.0,64.0,0.0,0.0,0.65625,0
Site 1038,9.0,40.0,14.0,0.0,0.0,2.857142857142857,0
Site 1039,72.0,0.0,47.0,0.0,0.0,0.0,0
Site 1040,99.0,4.0,71.0,0.0,0.0,0.056338028169014086,0
Site 1041,324.0,0.0,95.0,0.0,0.0,0.0,0
Site 1042,378.0,122.0,139.0,0.0,0.0,0.8776978417266187,0
Site 1043,36.0,0.0,22.0,0.0,0.0,0.0,0
Site 1044,72.0,0.0,54.0,0.0,0.0,0.0,0
Site 1045,18.0,0.0,20.0,0.0,0.0,0.0,0
Site 1046,18.0,0.0,8.0,0.0,0.0,0.0,0
Site 1047,291.0,0.0,39.0,0.0,0.0,0.0,0
Site 1048,0.0,3.0,27.0,0.0,0.0,0.1111111111111111,0
Site 1049,164.0,0.0,54.0,0.0,0.0,0.0,0
Site 1050,54.0,0.0,32.0,0.0,0.0,0.0,0
Site 1051,72.0,0.0,45.0,0.0,0.0,0.0,0
Site 1052,144.0,1.0,48.0,0.0,0.0,0.020833333333333332,0
Site 1053,180.0,0.0,50.0,0.0,0.0,0.0,0
Site 1054,70.0,2.0,24.0,0.0,0.0,0.08333333333333333,0
Site 1055,45.0,0.0,18.0,0.0,0.0,0.0,0
Site 1056,120.0,2.0,28.0,0.0,0.0,0.07142857142857142,0
Site 1057,160.0,1.0,21.0,0.0,0.0,0.047619047619047616,0
Site 1058,81.0,1.0,110.0,0.0,0.0,0.00909090909090909,0
Site 1059,54.0,0.0,17.0,0.0,0.0,0.0,0
Site 1060,351.0,0.0,66.0,0.0,0.0,0.0,0
Site 1061,162.0,10.0,56.0,0.0,0.0,0.17857142857142858,0
Site 1062,18.0,10.0,42.0,0.0,0.0,0.23809523809523808,0
Site 1063,135.0,0.0,38.0,0.0,0.0,0.0,0
Site 1064,99.0,0.0,28.0,0.0,0.0,0.0,0
Site 1065,0.0,0.0,4.0,0.0,0.0,0.0,0
Site 1066,90.0,0.0,16.0,0.0,0.0,0.0,0
Site 1067,0.0,20.0,33.0,0.0,0.0,0.6060606060606061,0
Site 1068,45.0,0.0,28.0,0.0,0.0,0.0,0
Site 1069,729.0,0.0,58.0,0.0,0.0,0.0,0
Site 1070,54.0,0.0,40.0,0.0,0.0,0.0,0
Site 1071,135.0,0.0,12.0,0.0,0.0,0.0,0
Site 1072,36.0,10.0,73.0,0.0,0.0,0.136986301369863,0
Site 1073,45.0,0.0,23.0,0.0,0.0,0.0,0
Site 1074,109.0,1.0,44.0,0.0,0.0,0.022727272727272728,0
Site 1075,162.0,0.0,30.0,0.0,0.0,0.0,0
Site 1076,54.0,0.0,16.0,0.0,0.0,0.0,0
Site 1077,54.0,0.0,62.0,0.0,0.0,0.0,0
Site 1078,0.0,0.0,6.0,0.0,0.0,0.0,0
Site 1079,0.0,0.0,2.0,0.0,0.0,0.0,0
Site 108,2040.0,0.0,43.0,0.0,0.0,0.0,0
Site 1080,0.0,0.0,17.0,0.0,0.0,0.0,0
Site 1081,117.0,0.0,24.0,0.0,0.0,0.0,0
Site 1082,108.0,0.0,14.0,0.0,0.0,0.0,0
Site 1083,28.0,0.0,57.0,0.0,0.0,0.0,0
Site 1084,36.0,30.0,73.0,0.0,0.0,0.410958904109589,0
Site 1085,45.0,0.0,16.0,0.0,0.0,0.0,0
Site 1086,54.0,0.0,38.0,0.0,0.0,0.0,0
Site 1087,0.0,0.0,22.0,0.0,0.0,0.0,0
Site 1088,162.0,0.0,41.0,0.0,0.0,0.0,0
Site 1089,72.0,40.0,50.0,0.0,0.0,0.8,0
Site 109,810.0,336.0,374.0,0.0,0.0,0.8983957219251337,0
Site 1090,126.0,14.0,61.0,0.0,0.0,0.22950819672131148,0
Site 1091,36.0,0.0,40.0,0.0,0.0,0.0,0
Site 1092,117.0,0.0,58.0,0.0,0.0,0.0,0
Site 1093,27.0,20.0,18.0,0.0,0.0,1.1111111111111112,0
Site 1094,36.0,0.0,18.0,0.0,0.0,0.0,0
Site 1095,162.0,0.0,54.0,0.0,0.0,0.0,0
Site 1096,117.0,0.0,8.0,0.0,0.0,0.0,0
Site 1097,63.0,0.0,18.0,0.0,0.0,0.0,0
Site 1098,18.0,0.0,22.0,0.0,0.0,0.0,0
Site 1099,486.0,70.0,32.0,0.0,0.0,2.1875,0
Site 11,2941.0,12.0,285.0,0.0,0.0,0.042105263157894736,0
Site 110,80.0,560.0,317.0,0.0,0.0,1.7665615141955835,0
Site 1100,72.0,0.0,71.0,0.0,0.0,0.0,0
Site 1101,0.0,0.0,2.0,0.0,0.0,0.0,0
Site 1102,103.0,0.0,33.0,0.0,0.0,0.0,0
Site 1103,20.0,8.0,29.0,0.0,0.0,0.27586206896551724,0
Site 1104,171.0,0.0,38.0,0.0,0.0,0.0,0
Site 1105,81.0,10.0,46.0,0.0,0.0,0.21739130434782608,0
Site 1106,231.0,12.0,19.0,0.0,0.0,0.631578947368421,0
Site 1107,27.0,0.0,26.0,0.0,0.0,0.0,0
Site 1108,54.0,0.0,35.0,0.0,0.0,0.0,0
Site 1109,198.0,0.0,49.0,0.0,0.0,0.0,0
Site 111,40.0,0.0,11.0,0.0,0.0,0.0,0
Site 1110,828.0,12.0,323.0,0.0,0.0,0.03715170278637771,0
Site 1111,18.0,0.0,22.0,0.0,0.0,0.0,0
Site 1112,72.0,0.0,36.0,0.0,0.0,0.0,0
Site 1113,10.0,10.0,58.0,0.0,0.0,0.1724137931034483,0
Site 1114,721.0,14.0,91.0,0.0,0.0,0.15384615384615385,0
Site 1115,0.0,0.0,8.0,0.0,0.0,0.0,0
Site 1116,63.0,4.0,21.0,0.0,0.0,0.19047619047619047,0
Site 1117,0.0,0.0,7.0,0.0,0.0,0.0,0
Site 1118,36.0,0.0,26.0,0.0,0.0,0.0,0
Site 1119,27.0,0.0,16.0,0.0,0.0,0.0,0
Site 112,2020.0,0.0,33.0,0.0,0.0,0.0,0
Site 1120,0.0,0.0,23.0,0.0,0.0,0.0,0
Site 1121,0.0,2.0,22.0,0.0,0.0,0.09090909090909091,0
Site 1122,0.0,0.0,20.0,0.0,0.0,0.0,0
Site 1123,171.0,1.0,51.0,0.0,0.0,0.0196078431372549,0
Site 1124,108.0,0.0,34.0,0.0,0.0,0.0,0
Site 1125,126.0,1.0,60.0,0.0,0.0,0.016666666666666666,0
Site 1126,72.0,0.0,16.0,0.0,0.0,0.0,0
Site 1127,252.0,0.0,34.0,0.0,0.0,0.0,0
Site 1128,36.0,0.0,60.0,0.0,0.0,0.0,0
Site 1129,117.0,0.0,42.0,0.0,0.0,0.0,0
Site 113,2141.0,87.0,517.0,0.0,0.0,0.16827852998065765,0
Site 1130,63.0,0.0,8.0,0.0,0.0,0.0,0
Site 1131,81.0,0.0,26.0,0.0,0.0,0.0,0
Site 1132,0.0,0.0,4.0,0.0,0.0,0.0,0
Site 1133,54.0,20.0,28.0,0.0,0.0,0.7142857142857143,0
Site 1134,279.0,0.0,50.0,0.0,0.0,0.0,0
Site 1135,162.0,0.0,66.0,0.0,0.0,0.0,0
Site 1136,18.0,0.0,20.0,0.0,0.0,0.0,0
Site 1137,36.0,0.0,28.0,0.0,0.0,0.0,0
Site 1138,90.0,10.0,8.0,0.0,0.0,1.25,0
Site 1139,0.0,5.0,7.0,0.0,0.0,0.7142857142857143,0
Site 114,2740.0,0.0,16.0,0.0,0.0,0.0,0
Site 1140,27.0,0.0,38.0,0.0,0.0,0.0,0
Site 1141,45.0,0.0,16.0,0.0,0.0,0.0,0
Site 1142,18.0,0.0,28.0,0.0,0.0,0.0,0
Site 1143,45.0,0.0,12.0,0.0,0.0,0.0,0
Site 1144,90.0,0.0,88.0,0.0,0.0,0.0,0
Site 1145,30.0,0.0,21.0,0.0,0.0,0.0,0
Site 1146,81.0,0.0,34.0,0.0,0.0,0.0,0
Site 1147,54.0,0.0,14.0,0.0,0.0,0.0,0
Site 1148,0.0,0.0,21.0,0.0,0.0,0.0,0
Site 1149,18.0,0.0,6.0,0.0,0.0,0.0,0
Site 115,2100.0,0.0,19.0,0.0,0.0,0.0,0
Site 1150,0.0,0.0,2.0,0.0,0.0,0.0,0
Site 1151,0.0,0.0,2.0,0.0,0.0,0.0,0
Site 1152,0.0,3.0,13.0,0.0,0.0,0.23076923076923078,0
Site 1153,126.0,2.0,44.0,0.0,0.0,0.045454545454545456,0
Site 1154,126.0,0.0,30.0,0.0,0.0,0.0,0
Site 1155,63.0,2.0,36.0,0.0,0.0,0.05555555555555555,0
Site 1156,18.0,0.0,16.0,0.0,0.0,0.0,0
Site 1157,36.0,0.0,34.0,0.0,0.0,0.0,0
Site 1158,153.0,0.0,10.0,0.0,0.0,0.0,0
Site 1159,414.0,10.0,64.0,0.0,0.0,0.15625,0
Site 116,3260.0,0.0,39.0,0.0,0.0,0.0,0
Site 1160,144.0,0.0,26.0,0.0,0.0,0.0,0
Site 1161,515.0,20.0,139.0,0.0,0.0,0.14388489208633093,0
Site 1162,153.0,0.0,30.0,0.0,0.0,0.0,0
Site 1163,0.0,0.0,45.0,0.0,0.0,0.0,0
Site 1164,82.0,17.0,118.0,0.0,0.0,0.1440677966101695,0
Site 1165,0.0,0.0,8.0,0.0,0.0,0.0,0
Site 1166,108.0,0.0,43.0,0.0,0.0,0.0,0
Site 1167,0.0,0.0,22.0,0.0,0.0,0.0,0
Site 1168,36.0,20.0,6.0,0.0,0.0,3.3333333333333335,0
Site 1169,45.0,0.0,12.0,0.0,0.0,0.0,0
Site 117,320.0,0.0,8.0,0.0,0.0,0.0,0
Site 1170,18.0,0.0,17.0,0.0,0.0,0.0,0
Site 1171,18.0,0.0,7.0,0.0,0.0,0.0,0
Site 1172,225.0,6.0,44.0,0.0,0.0,0.13636363636363635,0
Site 1173,18.0,0.0,16.0,0.0,0.0,0.0,0
Site 1174,144.0,0.0,25.0,0.0,0.0,0.0,0
Site 1175,18.0,21.0,23.0,0.0,0.0,0.9130434782608695,0
Site 1176,0.0,0.0,4.0,0.0,0.0,0.0,0
Site 1177,18.0,0.0,19.0,0.0,0.0,0.0,0
Site 1178,54.0,30.0,16.0,0.0,0.0,1.875,0
Site 1179,18.0,14.0,33.0,0.0,0.0,0.42424242424242425,0
Site 118,3220.0,0.0,19.0,0.0,0.0,0.0,0
Site 1180,450.0,6.0,64.0,0.0,0.0,0.09375,0
Site 1181,360.0,14.0,49.0,0.0,0.0,0.2857142857142857,0
Site 1182,99.0,30.0,72.0,0.0,0.0,0.4166666666666667,0
Site 1183,63.0,0.0,28.0,0.0,0.0,0.0,0
Site 1184,54.0,12.0,22.0,0.0,0.0,0.5454545454545454,0
Site 1185,9.0,0.0,4.0,0.0,0.0,0.0,0
Site 1186,63.0,0.0,28.0,0.0,0.0,0.0,0
Site 1187,0.0,0.0,10.0,0.0,0.0,0.0,0
Site 1188,0.0,0.0,43.0,0.0,0.0,0.0,0
Site 1189,0.0,2.0,19.0,0.0,0.0,0.10526315789473684,0
Site 119,3360.0,0.0,11.0,0.0,0.0,0.0,0
Site 1190,189.0,0.0,58.0,0.0,0.0,0.0,0
Site 1191,162.0,0.0,37.0,0.0,0.0,0.0,0
Site 1192,18.0,0.0,18.0,0.0,0.0,0.0,0
Site 1193,126.0,0.0,64.0,0.0,0.0,0.0,0
Site 1194,531.0,0.0,94.0,0.0,0.0,0.0,0
Site 1195,0.0,0.0,2.0,0.0,0.0,0.0,0
Site 1196,108.0,0.0,46.0,0.0,0.0,0.0,0
Site 1197,99.0,0.0,60.0,0.0,0.0,0.0,0
Site 1198,135.0,0.0,44.0,0.0,0.0,0.0,0
Site 1199,18.0,0.0,20.0,0.0,0.0,0.0,0
Site 12,60.0,250.0,111.0,0.0,0.0,2.2522522522522523,0
Site 120,4520.0,0.0,17.0,0.0,0.0,0.0,0
Site 1200,207.0,0.0,76.0,0.0,0.0,0.0,0
Site 1201,0.0,0.0,14.0,0.0,0.0,0.0,0
Site 1202,72.0,0.0,40.0,0.0,0.0,0.0,0
Site 1203,0.0,0.0,10.0,0.0,0.0,0.0,0
Site 1204,90.0,0.0,54.0,0.0,0.0,0.0,0
Site 1205,0.0,0.0,16.0,0.0,0.0,0.0,0
Site 1206,36.0,0.0,64.0,0.0,0.0,0.0,0
Site 1207,18.0,0.0,4.0,0.0,0.0,0.0,0
Site 1208,189.0,0.0,38.0,0.0,0.0,0.0,0
Site 1209,126.0,0.0,40.0,0.0,0.0,0.0,0
Site 121,40.0,0.0,8.0,0.0,0.0,0.0,0
Site 1210,144.0,10.0,16.0,0.0,0.0,0.625,0
Site 1211,135.0,10.0,28.0,0.0,0.0,0.35714285714285715,0
Site 1212,198.0,0.0,48.0,0.0,0.0,0.0,0
Site 1213,315.0,0.0,42.0,0.0,0.0,0.0,0
Site 1214,18.0,0.0,16.0,0.0,0.0,0.0,0
Site 1215,36.0,0.0,10.0,0.0,0.0,0.0,0
Site 1216,243.0,10.0,10.0,0.0,0.0,1.0,0
Site 1217,18.0,0.0,18.0,0.0,0.0,0.0,0
Site 1218,144.0,0.0,68.0,0.0,0.0,0.0,0
Site 1219,108.0,0.0,32.0,0.0,0.0,0.0,0
Site 122,120.0,0.0,9.0,0.0,0.0,0.0,0
Site 1220,198.0,0.0,64.0,0.0,0.0,0.0,0
Site 1221,18.0,0.0,18.0,0.0,0.0,0.0,0
Site 1222,378.0,0.0,70.0,0.0,0.0,0.0,0
Site 1223,225.0,0.0,22.0,0.0,0.0,0.0,0
Site 1224,18.0,0.0,18.0,0.0,0.0,0.0,0
Site 1225,72.0,0.0,32.0,0.0,0.0,0.0,0
Site 1226,0.0,0.0,4.0,0.0,0.0,0.0,0
Site 1227,54.0,10.0,16.0,0.0,0.0,0.625,0
Site 1228,36.0,0.0,18.0,0.0,0.0,0.0,0
Site 1229,18.0,0.0,8.0,0.0,0.0,0.0,0
Site 123,140.0,0.0,3.0,0.0,0.0,0.0,0
Site 1230,108.0,10.0,46.0,0.0,0.0,0.21739130434782608,0
Site 1231,0.0,0.0,16.0,0.0,0.0,0.0,0
Site 1232,54.0,0.0,28.0,0.0,0.0,0.0,0
Site 1233,360.0,0.0,34.0,0.0,0.0,0.0,0
Site 1234,108.0,0.0,80.0,0.0,0.0,0.0,0
Site 1235,27.0,0.0,44.0,0.0,0.0,0.0,0
Site 1236,81.0,0.0,36.0,0.0,0.0,0.0,0
Site 1237,72.0,0.0,20.0,0.0,0.0,0.0,0
Site 1238,0.0,0.0,14.0,0.0,0.0,0.0,0
Site 1239,36.0,0.0,34.0,0.0,0.0,0.0,0
Site 124,754.0,55.0,85.0,0.0,0.0,0.6470588235294118,0
Site 1240,0.0,0.0,30.0,0.0,0.0,0.0,0
Site 1241,90.0,0.0,18.0,0.0,0.0,0.0,0
Site 1242,108.0,0.0,12.0,0.0,0.0,0.0,0
Site 1243,0.0,0.0,48.0,0.0,0.0,0.0,0
Site 1244,0.0,0.0,192.0,0.0,0.0,0.0,0
Site 1245,189.0,20.0,44.0,0.0,0.0,0.45454545454545453,0
Site 1246,63.0,0.0,18.0,0.0,0.0,0.0,0
Site 1247,27.0,0.0,12.0,0.0,0.0,0.0,0
Site 1248,27.0,0.0,10.0,0.0,0.0,0.0,0
Site 1249,45.0,0.0,2.0,0.0,0.0,0.0,0
Site 125,1088.0,100.0,278.0,0.0,0.0,0.3597122302158273,0
Site 1250,27.0,0.0,4.0,0.0,0.0,0.0,0
Site 1251,54.0,0.0,36.0,0.0,0.0,0.0,0
Site 1252,27.0,0.0,12.0,0.0,0.0,0.0,0
Site 1253,0.0,0.0,2.0,0.0,0.0,0.0,0
Site 1254,144.0,0.0,158.0,0.0,0.0,0.0,0
Site 1255,117.0,0.0,24.0,0.0,0.0,0.0,0
Site 1256,90.0,0.0,16.0,0.0,0.0,0.0,0
Site 1257,0.0,0.0,10.0,0.0,0.0,0.0,0
Site 1258,0.0,0.0,12.0,0.0,0.0,0.0,0
Site 1259,0.0,0.0,6.0,0.0,0.0,0.0,0
Site 126,6803.0,4.0,166.0,0.0,0.0,0.024096385542168676,0
Site 1260,0.0,0.0,18.0,0.0,0.0,0.0,0
Site 1261,153.0,10.0,24.0,0.0,0.0,0.4166666666666667,0
Site 1262,45.0,0.0,40.0,0.0,0.0,0.0,0
Site 1263,216.0,0.0,34.0,0.0,0.0,0.0,0
Site 1264,54.0,40.0,14.0,0.0,0.0,2.857142857142857,0
Site 1265,0.0,0.0,8.0,0.0,0.0,0.0,0
Site 1266,18.0,0.0,12.0,0.0,0.0,0.0,0
Site 1267,324.0,40.0,40.0,0.0,0.0,1.0,0
Site 1268,0.0,0.0,10.0,0.0,0.0,0.0,0
Site 1269,99.0,0.0,8.0,0.0,0.0,0.0,0
Site 127,480.0,0.0,62.0,0.0,0.0,0.0,0
Site 1270,144.0,40.0,56.0,0.0,0.0,0.7142857142857143,0
Site 1271,0.0,0.0,38.0,0.0,0.0,0.0,0
Site 1272,18.0,0.0,4.0,0.0,0.0,0.0,0
Site 1273,171.0,0.0,28.0,0.0,0.0,0.0,0
Site 1274,0.0,0.0,46.0,0.0,0.0,0.0,0
Site 1275,18.0,10.0,8.0,0.0,0.0,1.25,0
Site 1276,45.0,0.0,8.0,0.0,0.0,0.0,0
Site 1277,18.0,0.0,24.0,0.0,0.0,0.0,0
Site 1278,0.0,0.0,12.0,0.0,0.0,0.0,0
Site 1279,0.0,40.0,12.0,0.0,0.0,3.3333333333333335,0
Site 128,500.0,23.0,72.0,0.0,0.0,0.3194444444444444,0
Site 1280,54.0,0.0,36.0,0.0,0.0,0.0,0
Site 1281,117.0,0.0,24.0,0.0,0.0,0.0,0
Site 1282,18.0,0.0,16.0,0.0,0.0,0.0,0
Site 1283,36.0,0.0,30.0,0.0,0.0,0.0,0
Site 1284,0.0,0.0,8.0,0.0,0.0,0.0,0
Site 1285,18.0,0.0,16.0,0.0,0.0,0.0,0
Site 1286,81.0,0.0,28.0,0.0,0.0,0.0,0
Site 1287,0.0,0.0,4.0,0.0,0.0,0.0,0
Site 1288,0.0,0.0,6.0,0.0,0.0,0.0,0
Site 1289,0.0,0.0,10.0,0.0,0.0,0.0,0
Site 129,708.0,0.0,40.0,0.0,0.0,0.0,0
Site 1290,0.0,0.0,2.0,0.0,0.0,0.0,0
Site 1291,0.0,0.0,8.0,0.0,0.0,0.0,0
Site 1292,0.0,0.0,2.0,0.0,0.0,0.0,0
Site 1293,54.0,0.0,16.0,0.0,0.0,0.0,0
Site 1294,18.0,0.0,22.0,0.0,0.0,0.0,0
Site 1295,40.0,0.0,23.0,0.0,0.0,0.0,0
Site 1296,117.0,0.0,43.0,0.0,0.0,0.0,0
Site 1297,146.0,0.0,51.0,0.0,0.0,0.0,0
Site 1298,63.0,0.0,15.0,0.0,0.0,0.0,0
Site 1299,45.0,0.0,29.0,0.0,0.0,0.0,0
Site 13,2390.0,0.0,171.0,0.0,0.0,0.0,0
Site 130,3964.0,299.0,275.0,0.0,0.0,1.0872727272727272,0
Site 1300,189.0,0.0,20.0,0.0,0.0,0.0,0
Site 1301,155.0,0.0,34.0,0.0,0.0,0.0,0
Site 1302,81.0,0.0,79.0,0.0,0.0,0.0,0
Site 1303,360.0,0.0,91.0,0.0,0.0,0.0,0
Site 1304,81.0,0.0,69.0,0.0,0.0,0.0,0
Site 1305,297.0,0.0,60.0,0.0,0.0,0.0,0
Site 1306,76.0,0.0,32.0,0.0,0.0,0.0,0
Site 1307,76.0,0.0,15.0,0.0,0.0,0.0,0
Site 1308,190.0,0.0,51.0,0.0,0.0,0.0,0
Site 1309,10.0,0.0,27.0,0.0,0.0,0.0,0
Site 131,1528.0,2.0,189.0,0.0,0.0,0.010582010582010581,0
Site 1310,192.0,0.0,84.0,0.0,0.0,0.0,0
Site 1311,0.0,0.0,14.0,0.0,0.0,0.0,0
Site 1312,117.0,0.0,20.0,0.0,0.0,0.0,0
Site 1313,423.0,20.0,32.0,0.0,0.0,0.625,0
Site 1314,99.0,0.0,4.0,0.0,0.0,0.0,0
Site 1315,0.0,0.0,10.0,0.0,0.0,0.0,0
Site 1316,90.0,0.0,26.0,0.0,0.0,0.0,0
Site 1317,36.0,0.0,10.0,0.0,0.0,0.0,0
Site 1318,0.0,30.0,10.0,0.0,0.0,3.0,0
Site 1319,0.0,0.0,4.0,0.0,0.0,0.0,0
Site 132,987.0,0.0,47.0,0.0,0.0,0.0,0
Site 1320,0.0,0.0,2.0,0.0,0.0,0.0,0
Site 1321,0.0,0.0,8.0,0.0,0.0,0.0,0
Site 1322,18.0,0.0,4.0,0.0,0.0,0.0,0
Site 1323,54.0,0.0,10.0,0.0,0.0,0.0,0
Site 1324,0.0,0.0,4.0,0.0,0.0,0.0,0
Site 1325,54.0,0.0,8.0,0.0,0.0,0.0,0
Site 1326,0.0,0.0,6.0,0.0,0.0,0.0,0
Site 1327,18.0,0.0,4.0,0.0,0.0,0.0,0
Site 1328,0.0,0.0,4.0,0.0,0.0,0.0,0
Site 1329,0.0,0.0,6.0,0.0,0.0,0.0,0
Site 133,900.0,0.0,24.0,0.0,0.0,0.0,0
Site 1330,36.0,0.0,28.0,0.0,0.0,0.0,0
Site 1331,108.0,0.0,45.0,0.0,0.0,0.0,0
Site 1332,594.0,0.0,66.0,0.0,0.0,0.0,0
Site 1333,126.0,2.0,37.0,0.0,0.0,0.05405405405405406,0
Site 1334,63.0,10.0,10.0,0.0,0.0,1.0,0
Site 1335,0.0,20.0,37.0,0.0,0.0,0.5405405405405406,0
Site 1336,210.0,15.0,151.0,0.0,0.0,0.09933774834437085,0
Site 1337,180.0,0.0,61.0,0.0,0.0,0.0,0
Site 1338,36.0,0.0,39.0,0.0,0.0,0.0,0
Site 1339,315.0,0.0,156.0,0.0,0.0,0.0,0
Site 134,560.0,0.0,6.0,0.0,0.0,0.0,0
Site 1340,90.0,4.0,25.0,0.0,0.0,0.16,0
Site 1341,0.0,0.0,5.0,0.0,0.0,0.0,0
Site 1342,36.0,20.0,97.0,0.0,0.0,0.20618556701030927,0
Site 1343,189.0,1.0,59.0,0.0,0.0,0.01694915254237288,0
Site 1344,18.0,0.0,8.0,0.0,0.0,0.0,0
Site 1345,117.0,0.0,32.0,0.0,0.0,0.0,0
Site 1346,54.0,7.0,38.0,0.0,0.0,0.18421052631578946,0
Site 1347,40.0,0.0,58.0,0.0,0.0,0.0,0
Site 1348,127.0,0.0,37.0,0.0,0.0,0.0,0
Site 1349,74.0,0.0,38.0,0.0,0.0,0.0,0
Site 135,920.0,0.0,10.0,0.0,0.0,0.0,0
Site 1350,0.0,2.0,101.0,0.0,0.0,0.019801980198019802,0
Site 1351,45.0,0.0,149.0,0.0,0.0,0.0,0
Site 1352,189.0,0.0,48.0,0.0,0.0,0.0,0
Site 1353,225.0,0.0,56.0,0.0,0.0,0.0,0
Site 1354,108.0,0.0,21.0,0.0,0.0,0.0,0
Site 1355,279.0,10.0,62.0,0.0,0.0,0.16129032258064516,0
Site 1356,117.0,0.0,40.0,0.0,0.0,0.0,0
Site 1357,81.0,0.0,12.0,0.0,0.0,0.0,0
Site 1358,153.0,0.0,44.0,0.0,0.0,0.0,0
Site 1359,441.0,0.0,144.0,0.0,0.0,0.0,0
Site 136,240.0,0.0,10.0,0.0,0.0,0.0,0
Site 1360,288.0,0.0,70.0,0.0,0.0,0.0,0
Site 1361,18.0,0.0,22.0,0.0,0.0,0.0,0
Site 1362,199.0,8.0,234.0,0.0,0.0,0.03418803418803419,0
Site 1363,0.0,6.0,71.0,0.0,0.0,0.08450704225352113,0
Site 1364,288.0,2.0,140.0,0.0,0.0,0.014285714285714285,0
Site 1365,153.0,0.0,52.0,0.0,0.0,0.0,0
Site 1366,144.0,0.0,50.0,0.0,0.0,0.0,0
Site 1367,36.0,0.0,26.0,0.0,0.0,0.0,0
